MAC_Addr,Timestamp,Temperature,Batt_level,Batt_status
00:18:80:70:33:0C,1718899255,31.900000000000002,100,charging
00:18:80:70:33:0C,1718899255,31.900000000000002,100,charging
00:18:80:70:33:0C,1718899255,31.900000000000002,100,charging
00:18:80:70:33:0C,1718899255,31.895,100,charging
00:18:80:70:33:0C,1718899255,31.900000000000002,100,charging
00:18:80:70:33:0C,1718899255,31.92,100,charging
00:18:80:70:33:0C,1718899256,31.895,100,charging
00:18:80:70:33:0C,1718899256,31.91,100,charging
00:18:80:70:33:0C,1718899256,31.900000000000002,100,charging
00:18:80:70:33:0C,1718899256,31.900000000000002,100,charging
00:18:80:70:33:0C,1718899256,31.895,100,charging
00:18:80:70:33:0C,1718899256,31.895,100,charging
00:18:80:70:33:0C,1718899256,31.900000000000002,100,charging
00:18:80:70:33:0C,1718899256,31.900000000000002,100,charging
00:18:80:70:33:0C,1718899256,31.900000000000002,100,charging
00:18:80:70:33:0C,1718899256,31.925,100,charging
00:18:80:70:33:0C,1718899257,31.900000000000002,100,charging
00:18:80:70:33:0C,1718899257,31.915,100,charging
00:18:80:70:33:0C,1718899257,31.91,100,charging
00:18:80:70:33:0C,1718899257,31.89,100,charging
00:18:80:70:33:0C,1718899257,31.915,100,charging
00:18:80:70:33:0C,1718899257,31.91,100,charging
00:18:80:70:33:0C,1718899257,31.905,100,charging
00:18:80:70:33:0C,1718899257,31.915,100,charging
00:18:80:70:33:0C,1718899258,31.905,100,charging
00:18:80:70:33:0C,1718899258,31.900000000000002,100,charging
00:18:80:70:33:0C,1718899258,31.91,100,charging
00:18:80:70:33:0C,1718899258,31.895,100,charging
00:18:80:70:33:0C,1718899258,31.895,100,charging
00:18:80:70:33:0C,1718899258,31.905,100,charging
00:18:80:70:33:0C,1718899258,31.91,100,charging
00:18:80:70:33:0C,1718899258,31.905,100,charging
00:18:80:70:33:0C,1718899258,31.905,100,charging
00:18:80:70:33:0C,1718899259,31.905,100,charging
00:18:80:70:33:0C,1718899259,31.905,100,charging
00:18:80:70:33:0C,1718899260,31.905,100,charging
00:18:80:70:33:0C,1718899260,31.900000000000002,100,charging
00:18:80:70:33:0C,1718899259,31.905,100,charging
00:18:80:70:33:0C,1718899259,31.91,100,charging
00:18:80:70:33:0C,1718899259,31.91,100,charging
00:18:80:70:33:0C,1718899259,31.900000000000002,100,charging
00:18:80:70:33:0C,1718899259,31.905,100,charging
00:18:80:70:33:0C,1718899259,31.895,100,charging
00:18:80:70:33:0C,1718899260,31.91,100,charging
00:18:80:70:33:0C,1718899260,31.900000000000002,100,charging
00:18:80:70:33:0C,1718899260,31.900000000000002,100,charging
00:18:80:70:33:0C,1718899260,31.915,100,charging
00:18:80:70:33:0C,1718899260,31.905,100,charging
00:18:80:70:33:0C,1718899260,31.91,100,charging
00:18:80:70:33:0C,1718899260,31.905,100,charging
00:18:80:70:33:0C,1718899261,31.895,100,charging
00:18:80:70:33:0C,1718899261,31.900000000000002,100,charging
00:18:80:70:33:0C,1718899261,31.915,100,charging
00:18:80:70:33:0C,1718899261,31.92,100,charging
00:18:80:70:33:0C,1718899261,31.92,100,charging
00:18:80:70:33:0C,1718899261,31.905,100,charging
00:18:80:70:33:0C,1718899261,31.905,100,charging
00:18:80:70:33:0C,1718899261,31.900000000000002,100,charging
00:18:80:70:33:0C,1718899261,31.915,100,charging
00:18:80:70:33:0C,1718899261,31.92,100,charging
00:18:80:70:33:0C,1718899262,31.895,100,charging
00:18:80:70:33:0C,1718899262,31.925,100,charging
00:18:80:70:33:0C,1718899262,31.895,100,charging
00:18:80:70:33:0C,1718899262,31.925,100,charging
00:18:80:70:33:0C,1718899262,31.93,100,charging
00:18:80:70:33:0C,1718899262,31.915,100,charging
00:18:80:70:33:0C,1718899262,31.92,100,charging
00:18:80:70:33:0C,1718899262,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899263,31.92,100,charging
00:18:80:70:33:0C,1718899263,31.92,100,charging
00:18:80:70:33:0C,1718899263,31.92,100,charging
00:18:80:70:33:0C,1718899263,31.91,100,charging
00:18:80:70:33:0C,1718899263,31.92,100,charging
00:18:80:70:33:0C,1718899263,31.915,100,charging
00:18:80:70:33:0C,1718899263,31.92,100,charging
00:18:80:70:33:0C,1718899263,31.92,100,charging
00:18:80:70:33:0C,1718899263,31.91,100,charging
00:18:80:70:33:0C,1718899263,31.915,100,charging
00:18:80:70:33:0C,1718899264,31.905,100,charging
00:18:80:70:33:0C,1718899264,31.91,100,charging
00:18:80:70:33:0C,1718899264,31.91,100,charging
00:18:80:70:33:0C,1718899264,31.93,100,charging
00:18:80:70:33:0C,1718899264,31.92,100,charging
00:18:80:70:33:0C,1718899264,31.93,100,charging
00:18:80:70:33:0C,1718899264,31.925,100,charging
00:18:80:70:33:0C,1718899265,31.925,100,charging
00:18:80:70:33:0C,1718899265,31.92,100,charging
00:18:80:70:33:0C,1718899265,31.925,100,charging
00:18:80:70:33:0C,1718899265,31.91,100,charging
00:18:80:70:33:0C,1718899265,31.925,100,charging
00:18:80:70:33:0C,1718899265,31.915,100,charging
00:18:80:70:33:0C,1718899265,31.92,100,charging
00:18:80:70:33:0C,1718899265,31.92,100,charging
00:18:80:70:33:0C,1718899265,31.915,100,charging
00:18:80:70:33:0C,1718899266,31.92,100,charging
00:18:80:70:33:0C,1718899266,31.925,100,charging
00:18:80:70:33:0C,1718899266,31.93,100,charging
00:18:80:70:33:0C,1718899266,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899266,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899266,31.92,100,charging
00:18:80:70:33:0C,1718899266,31.925,100,charging
00:18:80:70:33:0C,1718899266,31.925,100,charging
00:18:80:70:33:0C,1718899266,31.925,100,charging
00:18:80:70:33:0C,1718899266,31.915,100,charging
00:18:80:70:33:0C,1718899266,31.92,100,charging
00:18:80:70:33:0C,1718899267,31.92,100,charging
00:18:80:70:33:0C,1718899267,31.92,100,charging
00:18:80:70:33:0C,1718899267,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899267,31.93,100,charging
00:18:80:70:33:0C,1718899267,31.93,100,charging
00:18:80:70:33:0C,1718899267,31.93,100,charging
00:18:80:70:33:0C,1718899267,31.93,100,charging
00:18:80:70:33:0C,1718899268,31.945,100,charging
00:18:80:70:33:0C,1718899268,31.925,100,charging
00:18:80:70:33:0C,1718899268,31.93,100,charging
00:18:80:70:33:0C,1718899268,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899268,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899268,31.925,100,charging
00:18:80:70:33:0C,1718899268,31.925,100,charging
00:18:80:70:33:0C,1718899268,31.94,100,charging
00:18:80:70:33:0C,1718899268,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899269,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899269,31.915,100,charging
00:18:80:70:33:0C,1718899269,31.94,100,charging
00:18:80:70:33:0C,1718899269,31.945,100,charging
00:18:80:70:33:0C,1718899269,31.93,100,charging
00:18:80:70:33:0C,1718899269,31.93,100,charging
00:18:80:70:33:0C,1718899269,31.945,100,charging
00:18:80:70:33:0C,1718899269,31.945,100,charging
00:18:80:70:33:0C,1718899269,31.925,100,charging
00:18:80:70:33:0C,1718899270,31.925,100,charging
00:18:80:70:33:0C,1718899270,31.95,100,charging
00:18:80:70:33:0C,1718899270,31.93,100,charging
00:18:80:70:33:0C,1718899270,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899270,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899271,31.95,100,charging
00:18:80:70:33:0C,1718899271,31.93,100,charging
00:18:80:70:33:0C,1718899271,31.94,100,charging
00:18:80:70:33:0C,1718899271,31.95,100,charging
00:18:80:70:33:0C,1718899270,31.94,100,charging
00:18:80:70:33:0C,1718899270,31.93,100,charging
00:18:80:70:33:0C,1718899270,31.94,100,charging
00:18:80:70:33:0C,1718899270,31.94,100,charging
00:18:80:70:33:0C,1718899271,31.925,100,charging
00:18:80:70:33:0C,1718899271,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899271,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899272,31.945,100,charging
00:18:80:70:33:0C,1718899272,31.94,100,charging
00:18:80:70:33:0C,1718899272,31.925,100,charging
00:18:80:70:33:0C,1718899272,31.93,100,charging
00:18:80:70:33:0C,1718899272,31.94,100,charging
00:18:80:70:33:0C,1718899272,31.94,100,charging
00:18:80:70:33:0C,1718899272,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899272,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899272,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899272,31.945,100,charging
00:18:80:70:33:0C,1718899273,31.94,100,charging
00:18:80:70:33:0C,1718899273,31.955000000000002,100,charging
00:18:80:70:33:0C,1718899273,31.94,100,charging
00:18:80:70:33:0C,1718899273,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899273,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899273,31.945,100,charging
00:18:80:70:33:0C,1718899273,31.945,100,charging
00:18:80:70:33:0C,1718899273,31.945,100,charging
00:18:80:70:33:0C,1718899273,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899273,31.94,100,charging
00:18:80:70:33:0C,1718899274,31.92,100,charging
00:18:80:70:33:0C,1718899274,31.945,100,charging
00:18:80:70:33:0C,1718899274,31.94,100,charging
00:18:80:70:33:0C,1718899274,31.955000000000002,100,charging
00:18:80:70:33:0C,1718899274,31.945,100,charging
00:18:80:70:33:0C,1718899274,31.95,100,charging
00:18:80:70:33:0C,1718899274,31.94,100,charging
00:18:80:70:33:0C,1718899274,31.93,100,charging
00:18:80:70:33:0C,1718899274,31.95,100,charging
00:18:80:70:33:0C,1718899275,31.94,100,charging
00:18:80:70:33:0C,1718899275,31.955000000000002,100,charging
00:18:80:70:33:0C,1718899275,31.945,100,charging
00:18:80:70:33:0C,1718899275,31.94,100,charging
00:18:80:70:33:0C,1718899275,31.93,100,charging
00:18:80:70:33:0C,1718899275,31.955000000000002,100,charging
00:18:80:70:33:0C,1718899275,31.96,100,charging
00:18:80:70:33:0C,1718899275,31.94,100,charging
00:18:80:70:33:0C,1718899276,31.94,100,charging
00:18:80:70:33:0C,1718899276,31.94,100,charging
00:18:80:70:33:0C,1718899276,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899276,31.95,100,charging
00:18:80:70:33:0C,1718899276,31.95,100,charging
00:18:80:70:33:0C,1718899276,31.95,100,charging
00:18:80:70:33:0C,1718899276,31.96,100,charging
00:18:80:70:33:0C,1718899276,31.94,100,charging
00:18:80:70:33:0C,1718899276,31.945,100,charging
00:18:80:70:33:0C,1718899276,31.945,100,charging
00:18:80:70:33:0C,1718899277,31.95,100,charging
00:18:80:70:33:0C,1718899277,31.945,100,charging
00:18:80:70:33:0C,1718899277,31.955000000000002,100,charging
00:18:80:70:33:0C,1718899277,31.945,100,charging
00:18:80:70:33:0C,1718899277,31.945,100,charging
00:18:80:70:33:0C,1718899277,31.955000000000002,100,charging
00:18:80:70:33:0C,1718899277,31.96,100,charging
00:18:80:70:33:0C,1718899277,31.94,100,charging
00:18:80:70:33:0C,1718899277,31.94,100,charging
00:18:80:70:33:0C,1718899277,31.965,100,charging
00:18:80:70:33:0C,1718899278,31.95,100,charging
00:18:80:70:33:0C,1718899278,31.945,100,charging
00:18:80:70:33:0C,1718899278,31.95,100,charging
00:18:80:70:33:0C,1718899278,31.945,100,charging
00:18:80:70:33:0C,1718899278,31.945,100,charging
00:18:80:70:33:0C,1718899278,31.95,100,charging
00:18:80:70:33:0C,1718899278,31.955000000000002,100,charging
00:18:80:70:33:0C,1718899279,31.94,100,charging
00:18:80:70:33:0C,1718899279,31.945,100,charging
00:18:80:70:33:0C,1718899279,31.95,100,charging
00:18:80:70:33:0C,1718899279,31.96,100,charging
00:18:80:70:33:0C,1718899279,31.945,100,charging
00:18:80:70:33:0C,1718899279,31.955000000000002,100,charging
00:18:80:70:33:0C,1718899279,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899279,31.95,100,charging
00:18:80:70:33:0C,1718899279,31.94,100,charging
00:18:80:70:33:0C,1718899280,31.945,100,charging
00:18:80:70:33:0C,1718899280,31.95,100,charging
00:18:80:70:33:0C,1718899280,31.955000000000002,100,charging
00:18:80:70:33:0C,1718899280,31.945,100,charging
00:18:80:70:33:0C,1718899280,31.96,100,charging
00:18:80:70:33:0C,1718899280,31.970000000000002,100,charging
00:18:80:70:33:0C,1718899280,31.96,100,charging
00:18:80:70:33:0C,1718899280,31.945,100,charging
00:18:80:70:33:0C,1718899280,31.965,100,charging
00:18:80:70:33:0C,1718899281,31.94,100,charging
00:18:80:70:33:0C,1718899281,31.95,100,charging
00:18:80:70:33:0C,1718899281,31.945,100,charging
00:18:80:70:33:0C,1718899281,31.955000000000002,100,charging
00:18:80:70:33:0C,1718899281,31.96,100,charging
00:18:80:70:33:0C,1718899281,31.945,100,charging
00:18:80:70:33:0C,1718899281,31.955000000000002,100,charging
00:18:80:70:33:0C,1718899357,31.925,100,charging
00:18:80:70:33:0C,1718899357,31.93,100,charging
00:18:80:70:33:0C,1718899357,31.925,100,charging
00:18:80:70:33:0C,1718899357,31.93,100,charging
00:18:80:70:33:0C,1718899357,31.92,100,charging
00:18:80:70:33:0C,1718899357,31.925,100,charging
00:18:80:70:33:0C,1718899357,31.92,100,charging
00:18:80:70:33:0C,1718899358,31.93,100,charging
00:18:80:70:33:0C,1718899358,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899358,31.925,100,charging
00:18:80:70:33:0C,1718899358,31.92,100,charging
00:18:80:70:33:0C,1718899358,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899358,31.92,100,charging
00:18:80:70:33:0C,1718899358,31.94,100,charging
00:18:80:70:33:0C,1718899358,31.925,100,charging
00:18:80:70:33:0C,1718899358,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899358,31.925,100,charging
00:18:80:70:33:0C,1718899358,31.915,100,charging
00:18:80:70:33:0C,1718899359,31.94,100,charging
00:18:80:70:33:0C,1718899359,31.93,100,charging
00:18:80:70:33:0C,1718899359,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899359,31.925,100,charging
00:18:80:70:33:0C,1718899359,31.93,100,charging
00:18:80:70:33:0C,1718899359,31.925,100,charging
00:18:80:70:33:0C,1718899359,31.94,100,charging
00:18:80:70:33:0C,1718899359,31.95,100,charging
00:18:80:70:33:0C,1718899359,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899360,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899360,31.925,100,charging
00:18:80:70:33:0C,1718899360,31.92,100,charging
00:18:80:70:33:0C,1718899360,31.93,100,charging
00:18:80:70:33:0C,1718899360,31.915,100,charging
00:18:80:70:33:0C,1718899360,31.93,100,charging
00:18:80:70:33:0C,1718899360,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899360,31.925,100,charging
00:18:80:70:33:0C,1718899360,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899361,31.925,100,charging
00:18:80:70:33:0C,1718899361,31.93,100,charging
00:18:80:70:33:0C,1718899361,31.925,100,charging
00:18:80:70:33:0C,1718899361,31.93,100,charging
00:18:80:70:33:0C,1718899361,31.945,100,charging
00:18:80:70:33:0C,1718899361,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899361,31.925,100,charging
00:18:80:70:33:0C,1718899361,31.93,100,charging
00:18:80:70:33:0C,1718899361,31.925,100,charging
00:18:80:70:33:0C,1718899361,31.94,100,charging
00:18:80:70:33:0C,1718899361,31.95,100,charging
00:18:80:70:33:0C,1718899362,31.93,100,charging
00:18:80:70:33:0C,1718899362,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899362,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899362,31.94,100,charging
00:18:80:70:33:0C,1718899362,31.92,100,charging
00:18:80:70:33:0C,1718899362,31.94,100,charging
00:18:80:70:33:0C,1718899362,31.92,100,charging
00:18:80:70:33:0C,1718899363,31.95,100,charging
00:18:80:70:33:0C,1718899363,31.94,100,charging
00:18:80:70:33:0C,1718899363,31.93,100,charging
00:18:80:70:33:0C,1718899363,31.93,100,charging
00:18:80:70:33:0C,1718899363,31.94,100,charging
00:18:80:70:33:0C,1718899363,31.94,100,charging
00:18:80:70:33:0C,1718899363,31.925,100,charging
00:18:80:70:33:0C,1718899363,31.94,100,charging
00:18:80:70:33:0C,1718899363,31.915,100,charging
00:18:80:70:33:0C,1718899363,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899363,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899364,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899364,31.93,100,charging
00:18:80:70:33:0C,1718899364,31.925,100,charging
00:18:80:70:33:0C,1718899364,31.94,100,charging
00:18:80:70:33:0C,1718899364,31.915,100,charging
00:18:80:70:33:0C,1718899364,31.92,100,charging
00:18:80:70:33:0C,1718899364,31.94,100,charging
00:18:80:70:33:0C,1718899364,31.945,100,charging
00:18:80:70:33:0C,1718899364,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899365,31.925,100,charging
00:18:80:70:33:0C,1718899365,31.93,100,charging
00:18:80:70:33:0C,1718899365,31.92,100,charging
00:18:80:70:33:0C,1718899365,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899365,31.94,100,charging
00:18:80:70:33:0C,1718899365,31.945,100,charging
00:18:80:70:33:0C,1718899366,31.94,100,charging
00:18:80:70:33:0C,1718899366,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899366,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899366,31.945,100,charging
00:18:80:70:33:0C,1718899366,31.925,100,charging
00:18:80:70:33:0C,1718899366,31.945,100,charging
00:18:80:70:33:0C,1718899366,31.945,100,charging
00:18:80:70:33:0C,1718899366,31.92,100,charging
00:18:80:70:33:0C,1718899366,31.92,100,charging
00:18:80:70:33:0C,1718899366,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899366,31.925,100,charging
00:18:80:70:33:0C,1718899367,31.925,100,charging
00:18:80:70:33:0C,1718899367,31.94,100,charging
00:18:80:70:33:0C,1718899367,31.94,100,charging
00:18:80:70:33:0C,1718899367,31.92,100,charging
00:18:80:70:33:0C,1718899367,31.93,100,charging
00:18:80:70:33:0C,1718899367,31.925,100,charging
00:18:80:70:33:0C,1718899367,31.95,100,charging
00:18:80:70:33:0C,1718899367,31.94,100,charging
00:18:80:70:33:0C,1718899368,31.925,100,charging
00:18:80:70:33:0C,1718899369,31.94,100,charging
00:18:80:70:33:0C,1718899368,31.925,100,charging
00:18:80:70:33:0C,1718899368,31.93,100,charging
00:18:80:70:33:0C,1718899368,31.95,100,charging
00:18:80:70:33:0C,1718899368,31.945,100,charging
00:18:80:70:33:0C,1718899368,31.925,100,charging
00:18:80:70:33:0C,1718899368,31.94,100,charging
00:18:80:70:33:0C,1718899368,31.94,100,charging
00:18:80:70:33:0C,1718899368,31.945,100,charging
00:18:80:70:33:0C,1718899369,31.91,100,charging
00:18:80:70:33:0C,1718899369,31.93,100,charging
00:18:80:70:33:0C,1718899369,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899369,31.93,100,charging
00:18:80:70:33:0C,1718899369,31.94,100,charging
00:18:80:70:33:0C,1718899369,31.945,100,charging
00:18:80:70:33:0C,1718899369,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899369,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899370,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899370,31.94,100,charging
00:18:80:70:33:0C,1718899370,31.93,100,charging
00:18:80:70:33:0C,1718899370,31.93,100,charging
00:18:80:70:33:0C,1718899370,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899370,31.93,100,charging
00:18:80:70:33:0C,1718899370,31.945,100,charging
00:18:80:70:33:0C,1718899370,31.93,100,charging
00:18:80:70:33:0C,1718899370,31.945,100,charging
00:18:80:70:33:0C,1718899371,31.93,100,charging
00:18:80:70:33:0C,1718899371,31.93,100,charging
00:18:80:70:33:0C,1718899371,31.95,100,charging
00:18:80:70:33:0C,1718899371,31.945,100,charging
00:18:80:70:33:0C,1718899371,31.93,100,charging
00:18:80:70:33:0C,1718899371,31.925,100,charging
00:18:80:70:33:0C,1718899371,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899371,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899371,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899372,31.93,100,charging
00:18:80:70:33:0C,1718899372,31.95,100,charging
00:18:80:70:33:0C,1718899372,31.94,100,charging
00:18:80:70:33:0C,1718899372,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899372,31.945,100,charging
00:18:80:70:33:0C,1718899372,31.93,100,charging
00:18:80:70:33:0C,1718899372,31.925,100,charging
00:18:80:70:33:0C,1718899372,31.94,100,charging
00:18:80:70:33:0C,1718899372,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899372,31.94,100,charging
00:18:80:70:33:0C,1718899372,31.94,100,charging
00:18:80:70:33:0C,1718899373,31.925,100,charging
00:18:80:70:33:0C,1718899373,31.94,100,charging
00:18:80:70:33:0C,1718899373,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899373,31.95,100,charging
00:18:80:70:33:0C,1718899373,31.945,100,charging
00:18:80:70:33:0C,1718899373,31.945,100,charging
00:18:80:70:33:0C,1718899373,31.93,100,charging
00:18:80:70:33:0C,1718899373,31.94,100,charging
00:18:80:70:33:0C,1718899374,31.93,100,charging
00:18:80:70:33:0C,1718899374,31.94,100,charging
00:18:80:70:33:0C,1718899374,31.945,100,charging
00:18:80:70:33:0C,1718899374,31.94,100,charging
00:18:80:70:33:0C,1718899374,31.94,100,charging
00:18:80:70:33:0C,1718899374,31.945,100,charging
00:18:80:70:33:0C,1718899374,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899374,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899374,31.925,100,charging
00:18:80:70:33:0C,1718899374,31.93,100,charging
00:18:80:70:33:0C,1718899375,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899375,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899375,31.94,100,charging
00:18:80:70:33:0C,1718899375,31.95,100,charging
00:18:80:70:33:0C,1718899375,31.92,100,charging
00:18:80:70:33:0C,1718899375,31.94,100,charging
00:18:80:70:33:0C,1718899375,31.95,100,charging
00:18:80:70:33:0C,1718899375,31.94,100,charging
00:18:80:70:33:0C,1718899375,31.945,100,charging
00:18:80:70:33:0C,1718899376,31.945,100,charging
00:18:80:70:33:0C,1718899376,31.945,100,charging
00:18:80:70:33:0C,1718899376,31.94,100,charging
00:18:80:70:33:0C,1718899376,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899376,31.94,100,charging
00:18:80:70:33:0C,1718899376,31.94,100,charging
00:18:80:70:33:0C,1718899376,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899376,31.94,100,charging
00:18:80:70:33:0C,1718899376,31.93,100,charging
00:18:80:70:33:0C,1718899377,31.945,100,charging
00:18:80:70:33:0C,1718899377,31.94,100,charging
00:18:80:70:33:0C,1718899377,31.945,100,charging
00:18:80:70:33:0C,1718899377,31.945,100,charging
00:18:80:70:33:0C,1718899377,31.94,100,charging
00:18:80:70:33:0C,1718899377,31.94,100,charging
00:18:80:70:33:0C,1718899377,31.945,100,charging
00:18:80:70:33:0C,1718899377,31.94,100,charging
00:18:80:70:33:0C,1718899377,31.94,100,charging
00:18:80:70:33:0C,1718899377,31.945,100,charging
00:18:80:70:33:0C,1718899377,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899378,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899378,31.925,100,charging
00:18:80:70:33:0C,1718899378,31.95,100,charging
00:18:80:70:33:0C,1718899378,31.94,100,charging
00:18:80:70:33:0C,1718899378,31.955000000000002,100,charging
00:18:80:70:33:0C,1718899378,31.925,100,charging
00:18:80:70:33:0C,1718899378,31.935000000000002,100,charging
00:18:80:70:33:0C,1718899379,31.94,100,charging
